k,mention_id,fortune_rank_2025,company_name,ticker,cik_padded,target_report_year,filing_date,report_date,local_text_path,sentence_index,window_start,window_end,ai_keyword,window_text,token_count,seed_efficiency_productivity_count,seed_negative_sensitive_count,seed_content_generation_count,seed_privacy_data_security_count,seed_infrastructure_platform_count,seed_efficiency_productivity_count,seed_negative_sensitive_count,seed_content_generation_count,seed_privacy_data_security_count,seed_infrastructure_platform_count,topic_id,topic_terms
5,NVDA_2025_79,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,79,78,80,AI,"Our acquisition of Mellanox in 2020 expanded our innovation canvas to include networking, enabled our platforms to be data center scale, and led to the introduction of a new processor class – the data processing unit, or DPU. Over the past 5 years, we have built full software stacks that run on top of our GPUs and CUDA to bring AI to the world’s largest industries, including NVIDIA DRIVE stack for autonomous driving, Clara for healthcare, and Omniverse for industrial digitalization; and introduced the NVIDIA AI Enterprise software – essentially an operating system for enterprise AI applications. In 2023, we introduced our first data center CPU, Grace, built for giant-scale AI and high performance computing, or HPC.",65,1,0,0,3,1,1,0,0,3,1,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_80,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,80,79,81,AI,"Over the past 5 years, we have built full software stacks that run on top of our GPUs and CUDA to bring AI to the world’s largest industries, including NVIDIA DRIVE stack for autonomous driving, Clara for healthcare, and Omniverse for industrial digitalization; and introduced the NVIDIA AI Enterprise software – essentially an operating system for enterprise AI applications. In 2023, we introduced our first data center CPU, Grace, built for giant-scale AI and high performance computing, or HPC. With a strong engineering culture, we drive fast, yet harmonized, product and technology innovations in all dimensions of computing including silicon, systems, networking, software and algorithms.",63,0,0,0,1,2,0,0,0,1,2,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_83,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,83,82,84,AI,"More than half of our engineers work on software. The world’s leading cloud service providers, or CSPs, and consumer internet companies use our data center-scale accelerated computing platforms to enable, accelerate, develop, or enrich the services and offerings they deliver to billions of end users, including AI solutions and assistants, AI foundation models, search, recommendations, social networking, online shopping, live video, and translation. Enterprises and startups across a broad range of industries use our accelerated computing platforms to build new generative and agentic AI-enabled products and services, and/or to dramatically accelerate and reduce the costs of their workloads and workflows.",67,1,0,1,1,2,1,0,1,1,2,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_84,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,84,83,85,AI,"The world’s leading cloud service providers, or CSPs, and consumer internet companies use our data center-scale accelerated computing platforms to enable, accelerate, develop, or enrich the services and offerings they deliver to billions of end users, including AI solutions and assistants, AI foundation models, search, recommendations, social networking, online shopping, live video, and translation. Enterprises and startups across a broad range of industries use our accelerated computing platforms to build new generative and agentic AI-enabled products and services, and/or to dramatically accelerate and reduce the costs of their workloads and workflows. The enterprise software industry uses them for new AI assistants, chatbots, and agents; the transportation industry for autonomous driving; the healthcare industry for accelerated and computer-aided drug discovery; and the financial services industry for customer support and fraud detection.",87,1,1,1,2,2,1,1,1,2,2,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_85,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,85,84,86,AI,"Enterprises and startups across a broad range of industries use our accelerated computing platforms to build new generative and agentic AI-enabled products and services, and/or to dramatically accelerate and reduce the costs of their workloads and workflows. The enterprise software industry uses them for new AI assistants, chatbots, and agents; the transportation industry for autonomous driving; the healthcare industry for accelerated and computer-aided drug discovery; and the financial services industry for customer support and fraud detection. 4 Table of Contents Researchers and developers use our computing solutions to accelerate a wide range of important applications, from simulating molecular dynamics to climate forecasting.",66,1,1,0,1,0,1,1,0,1,0,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_91,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,91,90,92,generative AI,"In addition to serving the growing number of gamers, the market for PC GPUs is expanding because of the burgeoning population of live streamers, broadcasters, artists, and creators. With the advent of generative AI, we expect a broader set of PC users to choose NVIDIA GPUs for running generative AI applications locally on their PC, which is critical for privacy, latency, and cost-sensitive AI applications. Professional artists, architects and designers use NVIDIA partner products accelerated with our GPUs and software platform for a range of creative and design use cases, such as creating visual effects in movies or designing buildings and products.",60,0,1,1,1,1,0,1,1,1,1,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_93,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,93,92,94,generative AI,"Professional artists, architects and designers use NVIDIA partner products accelerated with our GPUs and software platform for a range of creative and design use cases, such as creating visual effects in movies or designing buildings and products. In addition, generative AI is expanding the market for our workstation-class GPUs, as more enterprise customers develop and deploy AI applications with their data on-premises. Headquartered in Santa Clara, California, NVIDIA was incorporated in California in April 1993 and reincorporated in Delaware in April 1998.",50,0,0,1,1,1,0,0,1,1,1,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_96,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,96,95,97,AI,"Our Businesses We report our business results in two segments. The Compute & Networking segment includes our Data Center accelerated computing platforms and AI solutions and software; networking; automotive platforms and autonomous and electric vehicle solutions; Jetson for robotics and other embedded platforms; and DGX Cloud computing services. The Graphics segment includes GeForce GPUs for gaming and PCs, the GeForce NOW game streaming service and related infrastructure, and solutions for gaming platforms; Quadro/NVIDIA RTX GPUs for enterprise workstation graphics; virtual GPU, or vGPU, software for cloud-based visual and virtual computing; automotive platforms for infotainment systems; and Omniverse Enterprise software for building and operating industrial AI and digital twin applications.",75,0,0,0,1,4,0,0,0,1,4,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_97,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,97,96,98,AI,"The Compute & Networking segment includes our Data Center accelerated computing platforms and AI solutions and software; networking; automotive platforms and autonomous and electric vehicle solutions; Jetson for robotics and other embedded platforms; and DGX Cloud computing services. The Graphics segment includes GeForce GPUs for gaming and PCs, the GeForce NOW game streaming service and related infrastructure, and solutions for gaming platforms; Quadro/NVIDIA RTX GPUs for enterprise workstation graphics; virtual GPU, or vGPU, software for cloud-based visual and virtual computing; automotive platforms for infotainment systems; and Omniverse Enterprise software for building and operating industrial AI and digital twin applications. Our Markets We specialize in markets where our computing platforms can provide tremendous acceleration for applications.",82,0,0,0,1,4,0,0,0,1,4,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_101,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,101,100,102,AI,"Our platforms address four large markets where our expertise is critical: Data Center, Gaming, Professional Visualization, and Automotive. Data Center The NVIDIA Data Center platform is focused on accelerating the most compute-intensive workloads, such as AI, data analytics, graphics, and scientific computing, delivering significantly better performance and power efficiency relative to conventional CPU-only approaches. It is deployed in cloud, hyperscale, on-premises and edge data centers.",48,1,0,0,5,2,1,0,0,5,2,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_104,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,104,103,105,AI,"The platform consists of compute and networking offerings typically delivered to customers as systems, subsystems, or modules, along with software and services. Our compute offerings include supercomputing platforms and servers, bringing together our energy efficient GPUs, CPUs, interconnects, and fully optimized AI and HPC software stacks. In addition, they include NVIDIA AI Enterprise software; our DGX Cloud service; and a growing body of acceleration libraries, APIs, SDKs, and domain-specific application frameworks.",48,0,0,0,0,5,0,0,0,0,5,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_105,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,105,104,106,AI,"Our compute offerings include supercomputing platforms and servers, bringing together our energy efficient GPUs, CPUs, interconnects, and fully optimized AI and HPC software stacks. In addition, they include NVIDIA AI Enterprise software; our DGX Cloud service; and a growing body of acceleration libraries, APIs, SDKs, and domain-specific application frameworks. Our networking offerings include end-to-end platforms for InfiniBand and Ethernet, consisting of network adapters, cables, DPUs, switch chips and systems, as well as a full software stack.",52,0,0,0,0,3,0,0,0,0,3,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_108,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,108,107,109,AI,"This has enabled us to architect data center-scale computing platforms that can interconnect thousands of compute nodes with high-performance networking. While historically the server was the unit of computing, as AI and HPC workloads have become extremely large spanning thousands of compute nodes, the data center has become the new unit of computing, with networking as an integral part. Our customers include the world’s leading public cloud and consumer internet companies, thousands of enterprises and startups, and public sector entities.",48,0,0,0,2,3,0,0,0,2,3,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_112,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,112,111,113,AI,"Our direct customers include original equipment manufacturers, or OEMs, original device manufacturers, or ODMs, system integrators and distributors which we partner with to help bring our products to market. We also have partnerships in automotive, healthcare, financial services, manufacturing, retail, and technology among others, to accelerate the adoption of AI. At the foundation of the NVIDIA accelerated computing platform are our GPUs, which excel at parallel workloads such as the training and inferencing of neural networks.",47,0,0,0,0,2,0,0,0,0,2,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_118,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,118,117,119,AI,"While our approach starts with powerful chips, what makes it a full-stack computing platform is our large body of software, including the CUDA parallel programming model, the CUDA-X collection of acceleration libraries, APIs, SDKs, and domain-specific application frameworks. In addition to software delivered to customers as an integral part of our data center computing platform, we offer paid licenses to NVIDIA AI Enterprise, a comprehensive suite of enterprise-grade AI software and NVIDIA vGPU software for graphics-rich virtual desktops and workstations. We also offer the NVIDIA DGX Cloud, a fully managed AI-training-as-a-service platform which includes cloud-based infrastructure and software for AI, customizable pretrained AI models, and access to NVIDIA experts.",72,0,0,0,2,7,0,0,0,2,7,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_119,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,119,118,120,AI,"In addition to software delivered to customers as an integral part of our data center computing platform, we offer paid licenses to NVIDIA AI Enterprise, a comprehensive suite of enterprise-grade AI software and NVIDIA vGPU software for graphics-rich virtual desktops and workstations. We also offer the NVIDIA DGX Cloud, a fully managed AI-training-as-a-service platform which includes cloud-based infrastructure and software for AI, customizable pretrained AI models, and access to NVIDIA experts. In fiscal year 2025, we launched the NVIDIA Blackwell architecture, a full set of data center scale infrastructure that includes GPUs, CPUs, DPUs, interconnects, switch chips and systems, and networking adapters.",66,1,0,0,3,8,1,0,0,3,8,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_121,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,121,120,122,generative AI,"In fiscal year 2025, we launched the NVIDIA Blackwell architecture, a full set of data center scale infrastructure that includes GPUs, CPUs, DPUs, interconnects, switch chips and systems, and networking adapters. Blackwell excels at processing cutting edge generative AI and accelerated computing workloads with market leading performance and efficiency. Offered in a number of configurations, it can address the needs of customers across industries and a diverse set of AI and accelerated computing use cases.",47,2,0,0,1,3,2,0,0,1,3,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_122,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,122,121,123,AI,"Blackwell excels at processing cutting edge generative AI and accelerated computing workloads with market leading performance and efficiency. Offered in a number of configurations, it can address the needs of customers across industries and a diverse set of AI and accelerated computing use cases. Gaming Gaming is the largest entertainment industry, with PC gaming as the predominant platform.",35,1,0,0,0,1,1,0,0,0,1,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_126,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,126,125,127,AI,"Our gaming platforms leverage our GPUs and sophisticated software to enhance the gaming experience with smoother, higher quality graphics. We developed NVIDIA RTX to bring next generation graphics and AI to games. NVIDIA RTX features ray tracing technology for real-time, cinematic-quality rendering.",30,0,1,1,0,0,0,1,1,0,0,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_129,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,129,128,130,deep learning,"Ray tracing, which has long been used for special effects in the movie industry, is a computationally intensive technique that simulates the physical behavior of light to achieve greater realism in computer-generated scenes. NVIDIA RTX also features deep learning super sampling, or NVIDIA DLSS, our AI technology that boosts frame rates while generating beautiful, sharp images for games. RTX GPUs will also accelerate a new generation of AI applications.",49,0,0,1,0,0,0,0,1,0,0,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_130,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,130,129,131,AI,"NVIDIA RTX also features deep learning super sampling, or NVIDIA DLSS, our AI technology that boosts frame rates while generating beautiful, sharp images for games. RTX GPUs will also accelerate a new generation of AI applications. With an installed base of over 100 million AI capable PCs, more than 700 RTX AI-enabled applications and games, and a robust suite of development tools, RTX is already the AI PC leader.",46,0,0,1,0,0,0,0,1,0,0,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_131,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,131,130,132,AI,"RTX GPUs will also accelerate a new generation of AI applications. With an installed base of over 100 million AI capable PCs, more than 700 RTX AI-enabled applications and games, and a robust suite of development tools, RTX is already the AI PC leader. Our products for the gaming market include GeForce RTX and GeForce GTX GPUs for gaming desktop and laptop PCs, GeForce NOW cloud gaming for playing PC games on underpowered devices, as well as SoCs and development services for game consoles.",52,0,0,1,0,1,0,0,1,0,1,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_134,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,134,133,135,AI,"In fiscal year 2025, we launched the NVIDIA Blackwell GeForce RTX 50 Series family of desktop and laptop GPUs. The Blackwell architecture introduced neural graphics which combines AI models with traditional rendering to unlock a new era of graphics innovation. The RTX 50 Series also features the next generation of our DLSS technology powered for the first time by a transformer model architecture.",39,0,0,1,0,4,0,0,1,0,4,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_141,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,141,140,142,generative AI,"Digital content creation includes professional video editing and post-production, special effects for films, and broadcast-television graphics. Additionally, the infusion of generative AI into an increasing number of applications is giving rise to the need for the enhanced AI processing capabilities of our RTX GPUs. The NVIDIA RTX platform makes it possible to render film-quality, photorealistic objects and environments with physically accurate shadows, reflections and refractions using ray tracing in real-time.",46,0,1,2,0,1,0,1,2,0,1,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_147,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,147,146,148,AI,"6 Table of Contents Automotive Automotive is comprised of platform solutions for automated driving from the cloud to the car. Leveraging our technology leadership in AI and building on our long-standing automotive relationships, we are delivering a complete end-to-end solution for the AV market under the DRIVE Hyperion brand. We have demonstrated multiple applications of AI within the car: AI can drive the car itself as a pilot in fully autonomous mode or it can also be a co-pilot, assisting the human driver while creating a safer driving experience.",48,0,0,0,0,2,0,0,0,0,2,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_148,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,148,147,149,AI,"Leveraging our technology leadership in AI and building on our long-standing automotive relationships, we are delivering a complete end-to-end solution for the AV market under the DRIVE Hyperion brand. We have demonstrated multiple applications of AI within the car: AI can drive the car itself as a pilot in fully autonomous mode or it can also be a co-pilot, assisting the human driver while creating a safer driving experience. We are working with several hundred partners in the automotive ecosystem including automakers, truck makers, tier-one suppliers, sensor manufacturers, automotive research institutions, HD mapping companies, and startups to develop and deploy AI systems for self-driving vehicles.",60,0,0,0,0,1,0,0,0,0,1,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_149,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,149,148,150,AI,"We have demonstrated multiple applications of AI within the car: AI can drive the car itself as a pilot in fully autonomous mode or it can also be a co-pilot, assisting the human driver while creating a safer driving experience. We are working with several hundred partners in the automotive ecosystem including automakers, truck makers, tier-one suppliers, sensor manufacturers, automotive research institutions, HD mapping companies, and startups to develop and deploy AI systems for self-driving vehicles. Our unified AI computing architecture starts with training deep neural networks using our Data Center computing solutions, and then running a full perception, fusion, planning, and control stack within the vehicle on the NVIDIA DRIVE Hyperion platform.",70,0,0,0,1,3,0,0,0,1,3,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_150,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,150,149,151,AI,"We are working with several hundred partners in the automotive ecosystem including automakers, truck makers, tier-one suppliers, sensor manufacturers, automotive research institutions, HD mapping companies, and startups to develop and deploy AI systems for self-driving vehicles. Our unified AI computing architecture starts with training deep neural networks using our Data Center computing solutions, and then running a full perception, fusion, planning, and control stack within the vehicle on the NVIDIA DRIVE Hyperion platform. DRIVE Hyperion consists of the high-performance, energy efficient DRIVE AGX computing hardware running an in-vehicle operating system (DRIVE OS), a reference sensor set that supports full self-driving capability as well as an open, modular DRIVE software platform for autonomous driving, mapping, and parking services, and intelligent in-vehicle experiences.",85,0,0,0,1,5,0,0,0,1,5,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_152,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,152,151,153,AI,"DRIVE Hyperion consists of the high-performance, energy efficient DRIVE AGX computing hardware running an in-vehicle operating system (DRIVE OS), a reference sensor set that supports full self-driving capability as well as an open, modular DRIVE software platform for autonomous driving, mapping, and parking services, and intelligent in-vehicle experiences. In addition, we offer a scalable data center-based simulation solution based on NVIDIA Omniverse software to develop synthetic data for AI model training, as well as for testing and validating a self-driving platform. Our unique end-to-end, software-defined approach is designed for continuous innovation and continuous development, enabling cars to receive over-the-air updates to add new features and capabilities throughout the life of a vehicle.",78,0,0,1,2,4,0,0,1,2,4,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_162,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,162,161,163,AI,"We utilize this platform approach in each of our target markets. Extending our technology and platform leadership in AI. We provide a complete, end-to-end accelerated computing platform for AI, addressing both training and inferencing.",20,0,0,0,0,3,0,0,0,0,3,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_163,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,163,162,164,AI,"Extending our technology and platform leadership in AI. We provide a complete, end-to-end accelerated computing platform for AI, addressing both training and inferencing. This includes full-stack data center-scale compute and networking solutions across processing units, interconnects, systems, and software.",27,0,0,0,1,4,0,0,0,1,4,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_165,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,165,164,166,AI,"This includes full-stack data center-scale compute and networking solutions across processing units, interconnects, systems, and software. Our compute solutions include all three major processing units in AI servers – GPUs, CPUs, and DPUs. GPUs are uniquely suited to AI, and we will continue to add AI-specific features to our GPU architecture to further extend our leadership position.",37,0,0,0,1,4,0,0,0,1,4,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_166,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,166,165,167,AI,"Our compute solutions include all three major processing units in AI servers – GPUs, CPUs, and DPUs. GPUs are uniquely suited to AI, and we will continue to add AI-specific features to our GPU architecture to further extend our leadership position. In addition, we offer DGX Cloud, a fully managed AI-training-as-a-service platform, along with NVIDIA AI Enterprise—a comprehensive software suite designed to simplify the development and deployment of production-grade, end-to-end generative AI applications.",46,0,0,0,0,4,0,0,0,0,4,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_167,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,167,166,168,AI,"GPUs are uniquely suited to AI, and we will continue to add AI-specific features to our GPU architecture to further extend our leadership position. In addition, we offer DGX Cloud, a fully managed AI-training-as-a-service platform, along with NVIDIA AI Enterprise—a comprehensive software suite designed to simplify the development and deployment of production-grade, end-to-end generative AI applications. NVIDIA AI Enterprise includes: NVIDIA NIM, which delivers a 2.5x increase in token throughput using industry-leading open and proprietary models; NVIDIA NeMo, a complete solution for curating, fine-tuning, evaluating, and safeguarding domain-adapted models; and AI Blueprints, pre-built, runnable templates that help enterprises build, optimize, and deploy AI agents while preserving privacy.",73,1,1,0,1,5,1,1,0,1,5,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_168,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,168,167,169,AI,"In addition, we offer DGX Cloud, a fully managed AI-training-as-a-service platform, along with NVIDIA AI Enterprise—a comprehensive software suite designed to simplify the development and deployment of production-grade, end-to-end generative AI applications. NVIDIA AI Enterprise includes: NVIDIA NIM, which delivers a 2.5x increase in token throughput using industry-leading open and proprietary models; NVIDIA NeMo, a complete solution for curating, fine-tuning, evaluating, and safeguarding domain-adapted models; and AI Blueprints, pre-built, runnable templates that help enterprises build, optimize, and deploy AI agents while preserving privacy. These tools enable organizations to securely develop and run AI applications on NVIDIA-accelerated infrastructure anywhere.",70,1,1,0,1,5,1,1,0,1,5,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_169,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,169,168,170,AI,"NVIDIA AI Enterprise includes: NVIDIA NIM, which delivers a 2.5x increase in token throughput using industry-leading open and proprietary models; NVIDIA NeMo, a complete solution for curating, fine-tuning, evaluating, and safeguarding domain-adapted models; and AI Blueprints, pre-built, runnable templates that help enterprises build, optimize, and deploy AI agents while preserving privacy. These tools enable organizations to securely develop and run AI applications on NVIDIA-accelerated infrastructure anywhere. Our AI technology leadership is reinforced by our large and expanding ecosystem in a virtuous cycle.",56,1,1,0,1,3,1,1,0,1,3,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_170,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,170,169,171,AI,"These tools enable organizations to securely develop and run AI applications on NVIDIA-accelerated infrastructure anywhere. Our AI technology leadership is reinforced by our large and expanding ecosystem in a virtuous cycle. Our computing platforms are available from virtually every major server maker and CSP, as well as on our own AI supercomputers.",30,0,0,0,0,1,0,0,0,0,1,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
5,NVDA_2025_171,16,Nvidia,NVDA,0001045810,2025,2025-02-26,2025-01-26,data/processed/sec_10k_text/top100/chunk_01/NVDA/2025_NVDA_10k.txt,171,170,172,AI,"Our AI technology leadership is reinforced by our large and expanding ecosystem in a virtuous cycle. Our computing platforms are available from virtually every major server maker and CSP, as well as on our own AI supercomputers. There are over 5.9 million developers worldwide using CUDA and our other software tools to help deploy our technology in our target markets.",35,0,0,0,0,0,0,0,0,0,0,3,ai; cloud; software; solutions; services; customers; platform; data; computing; intel; products; infrastructure; nvidia; applications; edge
